Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,2293775.0,5.761969,66.6738
7.338996338110348,4132208.0,4.980311,66.6886
10.772173450159421,3996948.0,5.766398,66.6724
15.811388300841895,6307519.0,17.49268,66.6578
23.207944168063896,6190490.0,-6.413683,66.6891
34.06460345289807,5287608.0,1.491741,66.7025
49.99999999999999,5136888.0,0.2963907,66.7116
73.38996338110344,7892397.0,-9.739835,66.7039
107.72173450159421,8600680.0,59.47241,66.6928
158.11388300841895,3011433.0,-30.53532,66.6924
232.07944168063884,4230235.0,-40.38138,66.7067
340.6460345289807,3431316.0,-75.0328,66.6797
499.99999999999994,2127109.0,-31.46285,66.7165
733.8996338110344,4264927.0,-44.72126,66.7034
1077.217345015941,2019377.0,-51.44229,66.7168
1581.1388300841895,1387336.0,-56.06185,66.7034
2320.794416806388,969353.1,-77.53125,66.6966
3406.4603452898036,829913.2,-75.8979,66.7023
4999.999999999999,553697.4,-76.28528,66.7388
7338.996338110344,354001.0,-84.33013,66.7278
10772.17345015941,267873.8,-85.06246,66.7196
15811.388300841894,171239.3,-85.39294,66.7197
23207.944168063907,114272.8,-87.31043,66.7451
34064.60345289804,80445.82,-87.88405,66.7165
49999.99999999999,54867.79,-87.17404,66.7275
