Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,6255635.0,28.36954,66.9832
7.338996338110348,10308350.0,-14.82754,66.9916
10.772173450159421,5281061.0,-8.261896,66.9878
15.811388300841895,6799620.0,-3.258231,66.9908
23.207944168063896,6663544.0,18.90159,67.0078
34.06460345289807,12434600.0,-1.03171,67.0025
49.99999999999999,10776260.0,-28.72727,67.0037
73.38996338110344,7401512.0,4.11694,67.0085
107.72173450159421,3654779.0,-47.17673,66.9904
158.11388300841895,3362393.0,-3.382536,67.0292
232.07944168063884,5823687.0,63.09559,67.0288
340.6460345289807,5850085.0,-4.741516,67.0249
499.99999999999994,3171675.0,-9.631498,67.0207
733.8996338110344,6421481.0,-9.429816,67.0287
1077.217345015941,3275352.0,-21.73812,67.0354
1581.1388300841895,2903181.0,8.937032,67.0293
2320.794416806388,3925364.0,-55.4583,67.0247
3406.4603452898036,4453862.0,-21.79659,67.0487
4999.999999999999,5422471.0,-2.482411,67.044
7338.996338110344,5671240.0,-23.9109,67.0476
10772.17345015941,2805201.0,-16.23511,67.0239
15811.388300841894,2102500.0,-61.47049,67.0455
23207.944168063907,1629936.0,-81.1226,67.0461
34064.60345289804,1305442.0,-80.33748,67.0394
49999.99999999999,901179.7,-80.7491,67.0605
