Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,4753976.0,-17.38706,66.7963
7.338996338110348,5395474.0,4.757324,66.7844
10.772173450159421,6913705.0,3.115606,66.7824
15.811388300841895,6590920.0,-4.492273,66.799
23.207944168063896,7565535.0,4.117707,66.7959
34.06460345289807,7470663.0,-15.07578,66.769
49.99999999999999,9038084.0,-11.79289,66.8154
73.38996338110344,7559961.0,-11.83463,66.8016
107.72173450159421,6293180.0,10.86052,66.8002
158.11388300841895,9507733.0,-70.50772,66.7899
232.07944168063884,4288196.0,-27.31001,66.8068
340.6460345289807,2077699.0,2.131884,66.8107
499.99999999999994,6697232.0,-41.75367,66.8065
733.8996338110344,2724427.0,-17.84788,66.8151
1077.217345015941,2740695.0,-61.12461,66.8089
1581.1388300841895,16616630.0,-25.02338,66.797
2320.794416806388,3923462.0,-17.9274,66.8228
3406.4603452898036,2312139.0,-48.09466,66.8315
4999.999999999999,1518534.0,-67.66266,66.8133
7338.996338110344,871654.2,-80.02236,66.8491
10772.17345015941,554954.5,-82.9377,66.8275
15811.388300841894,458451.6,-85.56877,66.8229
23207.944168063907,310871.8,-83.45927,66.8456
34064.60345289804,201299.7,-87.75285,66.8259
49999.99999999999,141959.5,-87.24548,66.8352
