Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,11527410.0,20.45168,67.2554
7.338996338110348,5528417.0,-1.559919,67.2745
10.772173450159421,10399480.0,17.62526,67.276
15.811388300841895,8739782.0,-10.80059,67.2708
23.207944168063896,15564790.0,34.57933,67.2937
34.06460345289807,5796565.0,-4.827855,67.2826
49.99999999999999,5116747.0,-0.1481743,67.2936
73.38996338110344,6381326.0,-12.89199,67.3347
107.72173450159421,7329093.0,78.94378,67.3037
158.11388300841895,4240660.0,16.46139,67.301
232.07944168063884,3588384.0,-17.11629,67.3338
340.6460345289807,2308825.0,2.972238,67.3297
499.99999999999994,8838739.0,-11.72223,67.3403
733.8996338110344,2563753.0,-11.08848,67.3484
1077.217345015941,3736418.0,-49.31916,67.3352
1581.1388300841895,3193063.0,-49.0286,67.3443
2320.794416806388,4531707.0,-61.39705,67.327
3406.4603452898036,1686702.0,-73.54334,67.3603
4999.999999999999,1081845.0,-74.77145,67.3656
7338.996338110344,749381.1,-80.89399,67.3687
10772.17345015941,643618.2,-81.6651,67.3854
15811.388300841894,464457.6,-80.3718,67.3765
23207.944168063907,278063.9,-82.09812,67.3992
34064.60345289804,208979.9,-86.90063,67.4022
49999.99999999999,145441.4,-86.80062,67.3911
