Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,5138886.0,-15.67152,66.7359
7.338996338110348,2888996.0,-5.511572,66.7707
10.772173450159421,3247880.0,-33.77717,66.7635
15.811388300841895,7853969.0,9.687307,66.7733
23.207944168063896,8582904.0,-1.996398,66.7582
34.06460345289807,4522231.0,17.61777,66.7577
49.99999999999999,7056002.0,7.601024,66.7631
73.38996338110344,6517410.0,-2.179957,66.767
107.72173450159421,3944636.0,-40.5426,66.733
158.11388300841895,8117320.0,42.67029,66.7628
232.07944168063884,3493795.0,-21.26019,66.7614
340.6460345289807,2037764.0,-26.21152,66.776
499.99999999999994,2995943.0,-13.81427,66.7778
733.8996338110344,2593467.0,-70.4596,66.7547
1077.217345015941,2676082.0,-31.33504,66.7552
1581.1388300841895,2081104.0,-77.89331,66.7654
2320.794416806388,2556960.0,-83.97353,66.7625
3406.4603452898036,1477179.0,-70.30338,66.7733
4999.999999999999,1104250.0,-64.55925,66.7827
7338.996338110344,1060293.0,-66.48491,66.7626
10772.17345015941,760430.8,-88.83819,66.7678
15811.388300841894,457668.7,-81.91484,66.7852
23207.944168063907,324774.6,-90.74966,66.7657
34064.60345289804,215908.3,-86.22314,66.7881
49999.99999999999,151931.4,-88.75633,66.7612
