Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,10179810.0,-36.14067,67.1587
7.338996338110348,11877160.0,-17.12049,67.141
10.772173450159421,6931271.0,1.750522,67.1688
15.811388300841895,7183450.0,-7.012758,67.1618
23.207944168063896,8955057.0,-15.96667,67.1381
34.06460345289807,7243383.0,14.2369,67.1662
49.99999999999999,5378934.0,-11.10127,67.1671
73.38996338110344,6947096.0,-15.51397,67.1287
107.72173450159421,4056551.0,3.635304,67.1449
158.11388300841895,3573688.0,-1.329393,67.1578
232.07944168063884,2948213.0,-30.87935,67.1881
340.6460345289807,11288960.0,52.15581,67.1475
499.99999999999994,5742523.0,26.51357,67.173
733.8996338110344,3196618.0,-5.703852,67.1865
1077.217345015941,5697910.0,-35.05556,67.1815
1581.1388300841895,2887433.0,-73.27071,67.1852
2320.794416806388,2268871.0,-21.93918,67.1566
3406.4603452898036,3309469.0,-78.82702,67.1978
4999.999999999999,1532678.0,-91.0713,67.199
7338.996338110344,1048613.0,-78.20164,67.2131
10772.17345015941,734981.1,-76.73434,67.1933
15811.388300841894,502667.2,-80.41942,67.2169
23207.944168063907,352764.4,-87.88331,67.2005
34064.60345289804,230933.8,-86.09737,67.2172
49999.99999999999,160714.6,-87.59133,67.2309
