Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,15656.14,-66.93558,67.7777
7.338996338110348,12005.71,-62.8616,67.748
10.772173450159421,9260.055,-58.87097,67.7417
15.811388300841895,7345.968,-54.7809,67.7381
23.207944168063896,5917.829,-50.85252,67.7432
34.06460345289807,4842.419,-47.29677,67.6958
49.99999999999999,4043.624,-44.12935,67.6982
73.38996338110344,3426.564,-41.44327,67.6899
107.72173450159421,2946.666,-39.24854,67.6645
158.11388300841895,2526.012,-37.51231,67.6855
232.07944168063884,2150.521,-36.33018,67.6505
340.6460345289807,1849.123,-35.47031,67.6381
499.99999999999994,1608.004,-35.0246,67.6171
733.8996338110344,1401.21,-34.74298,67.5788
1077.217345015941,1217.458,-34.69872,67.5887
1581.1388300841895,1055.293,-34.72204,67.5391
2320.794416806388,915.399,-34.87001,67.5311
3406.4603452898036,792.6003,-34.98826,67.5177
4999.999999999999,686.2561,-35.18175,67.5204
7338.996338110344,594.8749,-35.53355,67.4992
10772.17345015941,514.1739,-35.99761,67.4884
15811.388300841894,441.949,-36.68838,67.4671
23207.944168063907,379.9044,-37.66844,67.4569
34064.60345289804,322.5745,-38.66725,67.4529
49999.99999999999,271.527,-39.49134,67.4318
