Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,18336.46,-54.64348,66.5367
7.338996338110348,16129.21,-49.88419,66.5198
10.772173450159421,13880.6,-46.85289,66.512
15.811388300841895,12039.89,-44.9055,66.512
23.207944168063896,10350.9,-43.84778,66.5158
34.06460345289807,8830.515,-43.576,66.4975
49.99999999999999,7520.082,-43.74252,66.5068
73.38996338110344,6360.876,-44.19448,66.5332
107.72173450159421,5367.751,-44.87477,66.5165
158.11388300841895,4490.475,-45.75072,66.5211
232.07944168063884,3737.54,-46.80179,66.5422
340.6460345289807,3084.581,-47.93478,66.5231
499.99999999999994,2530.64,-49.15071,66.5167
733.8996338110344,2057.645,-50.41438,66.5313
1077.217345015941,1655.112,-51.62494,66.5318
1581.1388300841895,1323.3,-52.68331,66.5269
2320.794416806388,1050.766,-53.4344,66.5088
3406.4603452898036,827.7208,-53.70983,66.5245
4999.999999999999,649.1792,-53.25292,66.538
7338.996338110344,508.4098,-51.92432,66.549
10772.17345015941,400.784,-49.48244,66.5304
15811.388300841894,320.0861,-45.87923,66.5359
23207.944168063907,261.2076,-41.20309,66.5233
34064.60345289804,219.6798,-35.77676,66.5571
49999.99999999999,191.1315,-30.12794,66.5452
