Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,3790.751,-59.26323,63.3529
7.338996338110348,2998.16,-57.63895,63.3672
10.772173450159421,2359.567,-56.15973,63.3663
15.811388300841895,1877.833,-54.81071,63.3639
23.207944168063896,1496.405,-53.51575,63.3832
34.06460345289807,1195.913,-52.23009,63.3697
49.99999999999999,961.2758,-50.88272,63.3753
73.38996338110344,775.2322,-49.37608,63.3811
107.72173450159421,628.7924,-47.66421,63.3611
158.11388300841895,512.9911,-45.66126,63.388
232.07944168063884,422.4389,-43.36897,63.352
340.6460345289807,351.4902,-40.7633,63.3683
499.99999999999994,296.2204,-37.84643,63.3678
733.8996338110344,253.3671,-34.70193,63.3697
1077.217345015941,220.3124,-31.45818,63.3652
1581.1388300841895,194.9005,-28.26445,63.3446
2320.794416806388,175.2291,-25.28237,63.348
3406.4603452898036,159.8156,-22.64267,63.3512
4999.999999999999,147.3955,-20.3969,63.3643
7338.996338110344,137.1718,-18.67094,63.3585
10772.17345015941,128.4115,-17.42927,63.3371
15811.388300841894,120.5774,-16.61959,63.3386
23207.944168063907,113.3661,-16.1779,63.338
34064.60345289804,106.335,-16.00882,63.3307
49999.99999999999,99.34552,-15.95945,63.3499
