Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,40919.33,-49.11926,66.6816
7.338996338110348,34265.41,-48.06488,66.6618
10.772173450159421,28345.89,-46.89522,66.6582
15.811388300841895,23583.02,-45.87558,66.6532
23.207944168063896,19671.91,-45.16909,66.6679
34.06460345289807,16456.6,-44.78925,66.6751
49.99999999999999,13794.98,-44.77413,66.653
73.38996338110344,11535.85,-45.19035,66.6638
107.72173450159421,9614.886,-45.8417,66.6669
158.11388300841895,7971.628,-47.21503,66.6735
232.07944168063884,6542.806,-48.57453,66.6788
340.6460345289807,5337.614,-50.20566,66.661
499.99999999999994,4305.41,-51.96333,66.6829
733.8996338110344,3429.753,-53.57031,66.6864
1077.217345015941,2694.495,-54.88776,66.6761
1581.1388300841895,2113.506,-55.88104,66.6632
2320.794416806388,1652.408,-56.47348,66.6638
3406.4603452898036,1293.058,-56.73115,66.665
4999.999999999999,1010.92,-56.67086,66.6594
7338.996338110344,792.6962,-56.43871,66.6443
10772.17345015941,623.1556,-56.13579,66.6526
15811.388300841894,490.6798,-55.82488,66.6813
23207.944168063907,386.0076,-55.50612,66.662
34064.60345289804,303.0982,-55.05775,66.6585
49999.99999999999,237.1455,-54.2432,66.6394
