Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,51038.68,-41.08816,67.7039
7.338996338110348,43332.87,-44.72536,67.7094
10.772173450159421,35643.75,-48.51768,67.708
15.811388300841895,28436.68,-51.96085,67.7264
23.207944168063896,22260.13,-55.16023,67.7244
34.06460345289807,17051.69,-57.28973,67.7326
49.99999999999999,12974.28,-58.26484,67.7376
73.38996338110344,9823.19,-57.87263,67.7286
107.72173450159421,7465.929,-55.85178,67.7588
158.11388300841895,5817.493,-53.18741,67.7755
232.07944168063884,4574.141,-48.47667,67.7906
340.6460345289807,3741.565,-43.62167,67.7871
499.99999999999994,3143.842,-38.83185,67.7991
733.8996338110344,2725.728,-34.33523,67.7918
1077.217345015941,2397.636,-30.34502,67.8112
1581.1388300841895,2154.675,-26.90811,67.8077
2320.794416806388,1964.719,-24.54991,67.8403
3406.4603452898036,1819.644,-22.75223,67.847
4999.999999999999,1684.395,-21.85331,67.8394
7338.996338110344,1563.566,-21.52806,67.8574
10772.17345015941,1455.677,-21.9654,67.8839
15811.388300841894,1349.174,-23.19506,67.8752
23207.944168063907,1243.664,-25.40993,67.88
34064.60345289804,1132.564,-28.60183,67.9154
49999.99999999999,1015.411,-32.99848,67.9163
