Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,78701.73,-61.76467,66.4506
7.338996338110348,68773.01,-61.18836,66.4337
10.772173450159421,55754.71,-61.39487,66.4267
15.811388300841895,44547.8,-61.96799,66.4333
23.207944168063896,34747.27,-61.78895,66.4683
34.06460345289807,27037.63,-61.82052,66.4534
49.99999999999999,20936.05,-61.60154,66.4138
73.38996338110344,16244.93,-61.14354,66.4607
107.72173450159421,12655.01,-60.56546,66.4242
158.11388300841895,9871.468,-59.75057,66.4412
232.07944168063884,7718.225,-58.79319,66.4594
340.6460345289807,6047.398,-57.5546,66.4545
499.99999999999994,4782.703,-56.28484,66.4439
733.8996338110344,3784.698,-54.63971,66.439
1077.217345015941,3004.052,-52.74995,66.4591
1581.1388300841895,2415.905,-50.51784,66.441
2320.794416806388,1967.394,-48.08448,66.4411
3406.4603452898036,1625.09,-45.49328,66.4365
4999.999999999999,1360.425,-42.9161,66.4289
7338.996338110344,1153.737,-40.48324,66.4447
10772.17345015941,988.6867,-38.30195,66.4466
15811.388300841894,855.9538,-36.39587,66.4283
23207.944168063907,746.598,-34.8694,66.4229
34064.60345289804,655.378,-33.75839,66.4198
49999.99999999999,576.8475,-33.13153,66.407
