Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,15873.03,-45.82529,67.7477
7.338996338110348,13540.78,-44.06963,67.7157
10.772173450159421,11365.75,-42.03072,67.7216
15.811388300841895,9714.554,-40.11374,67.697
23.207944168063896,8329.711,-38.51861,67.6851
34.06460345289807,7202.722,-37.46784,67.6642
49.99999999999999,6256.074,-37.16521,67.6728
73.38996338110344,5438.897,-37.49567,67.668
107.72173450159421,4703.854,-38.33659,67.6506
158.11388300841895,4029.826,-39.73318,67.6629
232.07944168063884,3402.801,-41.58343,67.6566
340.6460345289807,2837.792,-43.27327,67.6505
499.99999999999994,2340.827,-44.95089,67.6476
733.8996338110344,1902.308,-46.30274,67.6587
1077.217345015941,1536.754,-47.05066,67.6709
1581.1388300841895,1238.822,-47.16013,67.6756
2320.794416806388,1000.632,-46.49424,67.6724
3406.4603452898036,814.6605,-45.0878,67.6721
4999.999999999999,670.3585,-43.1953,67.6878
7338.996338110344,558.1399,-40.97781,67.6764
10772.17345015941,472.2778,-38.77438,67.6869
15811.388300841894,407.5258,-36.93144,67.6829
23207.944168063907,353.746,-35.72303,67.6866
34064.60345289804,308.1092,-35.26298,67.7174
49999.99999999999,267.9327,-35.47767,67.7392
