Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,36173.89,-73.24421,66.9734
7.338996338110348,28281.09,-73.56933,66.9782
10.772173450159421,20916.69,-72.96489,66.9587
15.811388300841895,15607.37,-72.19754,66.9597
23.207944168063896,11611.51,-71.08294,66.9572
34.06460345289807,8631.932,-69.79702,66.9689
49.99999999999999,6457.82,-68.39954,66.9757
73.38996338110344,4864.16,-66.79217,66.9611
107.72173450159421,3682.361,-64.96601,66.9688
158.11388300841895,2800.275,-62.98809,66.949
232.07944168063884,2150.86,-60.74916,66.9643
340.6460345289807,1665.113,-58.3852,66.96
499.99999999999994,1303.467,-55.74308,66.979
733.8996338110344,1031.722,-52.90259,66.9919
1077.217345015941,825.5971,-49.82935,66.9817
1581.1388300841895,671.0861,-46.53398,66.9834
2320.794416806388,554.2964,-43.05326,66.9845
3406.4603452898036,465.3395,-39.47212,66.9673
4999.999999999999,397.3395,-35.8205,66.9873
7338.996338110344,345.2986,-32.22732,66.9827
10772.17345015941,305.3346,-28.81177,66.9742
15811.388300841894,274.3043,-25.68781,66.9724
23207.944168063907,249.8802,-22.96429,66.9874
34064.60345289804,230.0195,-20.67351,66.9806
49999.99999999999,213.2799,-18.82198,66.9644
