Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,12965.93,-63.51313,67.9021
7.338996338110348,9980.016,-59.05656,67.8997
10.772173450159421,7748.508,-54.0607,67.9086
15.811388300841895,6259.216,-48.83363,67.8853
23.207944168063896,5182.86,-43.85526,67.866
34.06460345289807,4402.796,-39.3895,67.8538
49.99999999999999,3864.983,-35.67682,67.8515
73.38996338110344,3409.14,-32.9867,67.8468
107.72173450159421,3054.034,-31.00389,67.8261
158.11388300841895,2707.27,-29.85308,67.8281
232.07944168063884,2398.135,-29.20011,67.8232
340.6460345289807,2136.397,-28.84275,67.8007
499.99999999999994,1904.11,-28.63235,67.8023
733.8996338110344,1693.776,-28.5946,67.7905
1077.217345015941,1500.72,-28.73957,67.7753
1581.1388300841895,1335.963,-29.19734,67.7477
2320.794416806388,1189.234,-29.89283,67.7409
3406.4603452898036,1054.511,-30.92194,67.7321
4999.999999999999,928.1032,-32.34177,67.7338
7338.996338110344,812.2779,-34.24242,67.7218
10772.17345015941,700.4887,-36.4272,67.7192
15811.388300841894,594.4804,-38.67444,67.7077
23207.944168063907,495.4561,-40.58419,67.7197
34064.60345289804,407.156,-41.79633,67.6851
49999.99999999999,330.9042,-41.81434,67.6888
