Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,25746.27,-71.41409,66.9542
7.338996338110348,20200.23,-70.34538,66.9573
10.772173450159421,15199.98,-69.40595,66.9419
15.811388300841895,11543.37,-68.18803,66.9517
23.207944168063896,8739.478,-66.84932,66.9605
34.06460345289807,6619.931,-65.4532,66.9601
49.99999999999999,5071.901,-64.092,66.9613
73.38996338110344,3889.481,-62.66154,66.9393
107.72173450159421,3003.148,-61.24439,66.9654
158.11388300841895,2327.587,-59.81189,66.9626
232.07944168063884,1813.961,-58.36735,66.9409
340.6460345289807,1420.908,-56.87625,66.9842
499.99999999999994,1120.428,-55.31087,66.9641
733.8996338110344,887.6484,-53.58487,66.9551
1077.217345015941,707.3172,-51.68287,66.9634
1581.1388300841895,568.4169,-49.5256,66.9556
2320.794416806388,461.2052,-47.06874,66.9762
3406.4603452898036,378.3909,-44.27882,66.9675
4999.999999999999,314.3983,-41.16681,66.9675
7338.996338110344,265.1476,-37.77305,66.9718
10772.17345015941,227.3741,-34.17331,66.9537
15811.388300841894,198.4487,-30.46103,66.9856
23207.944168063907,176.3336,-26.76948,66.9713
34064.60345289804,159.4695,-23.20142,66.9603
49999.99999999999,146.5302,-19.85898,66.9706
