Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,40970.62,-71.51692,66.9466
7.338996338110348,32264.26,-70.85132,66.9536
10.772173450159421,24337.32,-69.60794,66.955
15.811388300841895,18466.51,-67.79056,66.9473
23.207944168063896,14083.74,-65.82063,66.9435
34.06460345289807,10786.95,-63.87937,66.9495
49.99999999999999,8335.468,-61.84361,66.9395
73.38996338110344,6473.691,-59.62265,66.952
107.72173450159421,5090.157,-57.15225,66.9442
158.11388300841895,4020.624,-54.59805,66.9544
232.07944168063884,3226.913,-51.64047,66.966
340.6460345289807,2624.892,-48.53694,66.9486
499.99999999999994,2172.112,-45.54364,66.9567
733.8996338110344,1825.974,-42.79492,66.9334
1077.217345015941,1552.643,-40.48957,66.9461
1581.1388300841895,1339.026,-38.80143,66.9735
2320.794416806388,1161.698,-37.86155,66.9256
3406.4603452898036,1009.967,-37.60268,66.9529
4999.999999999999,875.2171,-38.06671,66.9574
7338.996338110344,753.4435,-39.08027,66.9579
10772.17345015941,639.6697,-40.38054,66.9493
15811.388300841894,536.0635,-41.67755,66.9703
23207.944168063907,443.017,-42.56031,66.9428
34064.60345289804,362.5777,-42.62424,66.9625
49999.99999999999,295.6439,-41.54397,66.9694
