Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,23755.45,-57.65206,67.0895
7.338996338110348,20558.59,-52.2168,67.0625
10.772173450159421,17383.24,-48.48534,67.071
15.811388300841895,14947.69,-45.40778,67.0611
23.207944168063896,12875.7,-43.50936,67.0932
34.06460345289807,11054.32,-42.44138,67.082
49.99999999999999,9486.515,-41.98082,67.0821
73.38996338110344,8124.792,-42.0239,67.087
107.72173450159421,6930.664,-42.40099,67.0701
158.11388300841895,5884.12,-43.20911,67.0834
232.07944168063884,4969.066,-44.34681,67.0744
340.6460345289807,4152.72,-45.60942,67.0723
499.99999999999994,3448.521,-47.08323,67.0791
733.8996338110344,2831.1,-48.5639,67.0487
1077.217345015941,2293.926,-50.10499,67.0663
1581.1388300841895,1846.394,-51.52251,67.0841
2320.794416806388,1473.141,-52.67917,67.0685
3406.4603452898036,1166.108,-53.3624,67.0729
4999.999999999999,916.5021,-53.45555,67.0627
7338.996338110344,718.3292,-52.74606,67.0682
10772.17345015941,563.8517,-51.04155,67.0683
15811.388300841894,446.4022,-48.20325,67.0818
23207.944168063907,359.3586,-44.24104,67.0668
34064.60345289804,296.866,-39.39276,67.0951
49999.99999999999,252.905,-34.0715,67.0765
