Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,37416.86,-68.86425,66.9616
7.338996338110348,29545.75,-67.38439,66.942
10.772173450159421,22603.12,-65.49662,66.9312
15.811388300841895,17466.88,-63.75378,66.9486
23.207944168063896,13441.62,-61.99431,66.9473
34.06460345289807,10351.6,-60.00448,66.9573
49.99999999999999,8028.68,-57.60895,66.9359
73.38996338110344,6287.178,-54.59572,66.9525
107.72173450159421,5030.411,-51.08486,66.943
158.11388300841895,4089.063,-47.35853,66.9463
232.07944168063884,3407.78,-43.65117,66.9572
340.6460345289807,2901.708,-40.54803,66.941
499.99999999999994,2513.766,-38.22285,66.9541
733.8996338110344,2198.007,-36.989,66.94
1077.217345015941,1922.421,-36.93864,66.9439
1581.1388300841895,1676.99,-37.92871,66.9449
2320.794416806388,1449.031,-39.85236,66.9385
3406.4603452898036,1230.634,-42.41812,66.9343
4999.999999999999,1023.713,-45.19811,66.9551
7338.996338110344,834.301,-47.79518,66.9511
10772.17345015941,667.3628,-49.83803,66.9548
15811.388300841894,526.3325,-50.97175,66.9517
23207.944168063907,411.9131,-50.89883,66.9625
34064.60345289804,322.5412,-49.43882,66.9472
49999.99999999999,254.9219,-46.47753,66.9563
