Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,5254.329,-66.55922,67.7261
7.338996338110348,3983.248,-65.1203,67.7279
10.772173450159421,3007.667,-63.36261,67.7358
15.811388300841895,2307.367,-61.41278,67.7102
23.207944168063896,1780.651,-59.26125,67.7225
34.06460345289807,1385.447,-56.99821,67.7216
49.99999999999999,1088.989,-54.57985,67.7129
73.38996338110344,863.4119,-51.89248,67.7018
107.72173450159421,693.3303,-48.88851,67.6936
158.11388300841895,564.3354,-45.53844,67.7022
232.07944168063884,467.7887,-42.08846,67.6997
340.6460345289807,394.7658,-38.56292,67.6907
499.99999999999994,339.304,-35.23994,67.7111
733.8996338110344,296.1216,-32.1724,67.7013
1077.217345015941,261.6797,-29.48168,67.7106
1581.1388300841895,233.7894,-27.14204,67.7151
2320.794416806388,210.7819,-25.14973,67.7155
3406.4603452898036,191.4292,-23.51272,67.7258
4999.999999999999,174.7871,-22.17961,67.7314
7338.996338110344,160.1889,-21.04884,67.7542
10772.17345015941,147.3135,-20.1111,67.7727
15811.388300841894,135.7618,-19.2792,67.7409
23207.944168063907,125.4778,-18.54556,67.7805
34064.60345289804,116.0305,-17.8615,67.8004
49999.99999999999,107.4045,-17.12813,67.7888
