Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,19189.74,-50.65105,67.9628
7.338996338110348,16159.22,-48.7113,67.9795
10.772173450159421,13438.07,-46.22909,67.9424
15.811388300841895,11399.1,-43.78717,67.9002
23.207944168063896,9733.962,-41.85349,67.9444
34.06460345289807,8327.378,-40.61331,67.9079
49.99999999999999,7138.015,-40.03191,67.8814
73.38996338110344,6114.306,-40.03411,67.8906
107.72173450159421,5230.172,-40.60055,67.856
158.11388300841895,4445.955,-41.57566,67.8133
232.07944168063884,3742.777,-42.63052,67.7977
340.6460345289807,3116.984,-43.74062,67.8148
499.99999999999994,2582.171,-45.19515,67.7829
733.8996338110344,2113.697,-46.35246,67.7994
1077.217345015941,1721.083,-47.20875,67.7686
1581.1388300841895,1394.109,-47.81505,67.7544
2320.794416806388,1127.833,-48.03892,67.7581
3406.4603452898036,917.3881,-47.78817,67.7668
4999.999999999999,743.9695,-47.25238,67.7293
7338.996338110344,605.8912,-46.48074,67.7465
10772.17345015941,497.1652,-45.65916,67.718
15811.388300841894,409.2013,-44.744,67.6923
23207.944168063907,338.4874,-43.88946,67.7027
34064.60345289804,280.5668,-43.03137,67.6943
49999.99999999999,232.5657,-42.00525,67.6867
