Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,26976.28,-41.8381,67.6887
7.338996338110348,23193.6,-41.76774,67.6894
10.772173450159421,19521.67,-41.6699,67.7195
15.811388300841895,16527.05,-41.62192,67.7197
23.207944168063896,13947.42,-41.49407,67.7267
34.06460345289807,11753.37,-41.48961,67.7606
49.99999999999999,9916.156,-41.52818,67.7576
73.38996338110344,8360.073,-41.86974,67.7896
107.72173450159421,7049.944,-42.63427,67.8022
158.11388300841895,5894.885,-43.52226,67.8022
232.07944168063884,4937.762,-44.62429,67.8059
340.6460345289807,4061.762,-45.90942,67.831
499.99999999999994,3331.252,-47.12589,67.8551
733.8996338110344,2712.006,-48.13255,67.8631
1077.217345015941,2200.862,-48.87041,67.8504
1581.1388300841895,1783.069,-49.59741,67.883
2320.794416806388,1436.238,-50.34217,67.8839
3406.4603452898036,1156.71,-51.1034,67.9064
4999.999999999999,930.4038,-51.93541,67.922
7338.996338110344,746.2663,-52.85491,67.9083
10772.17345015941,593.3033,-53.77627,67.8962
15811.388300841894,467.719,-54.60118,67.9263
23207.944168063907,366.3666,-55.19859,67.9327
34064.60345289804,285.2888,-55.30958,67.9072
49999.99999999999,220.7816,-54.6177,67.8961
