Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,36391.66,-70.82688,66.9626
7.338996338110348,28276.71,-70.06728,66.9576
10.772173450159421,21258.78,-68.77868,66.9873
15.811388300841895,16098.97,-67.10931,66.9639
23.207944168063896,12222.59,-65.56726,66.9486
34.06460345289807,9305.268,-63.73401,66.9553
49.99999999999999,7140.691,-61.74662,66.9686
73.38996338110344,5533.538,-59.51787,66.9486
107.72173450159421,4324.225,-57.10009,66.9666
158.11388300841895,3411.085,-54.43169,66.9645
232.07944168063884,2728.413,-51.7353,66.9634
340.6460345289807,2209.825,-48.89673,66.9645
499.99999999999994,1815.896,-46.14554,66.9662
733.8996338110344,1511.304,-43.57445,66.9684
1077.217345015941,1271.774,-41.25167,66.9581
1581.1388300841895,1084.266,-39.32636,66.9479
2320.794416806388,930.9366,-37.81953,66.9691
3406.4603452898036,804.4688,-36.77176,66.9789
4999.999999999999,696.4835,-36.16753,66.9581
7338.996338110344,602.6261,-35.93015,66.9746
10772.17345015941,519.5309,-35.96768,66.9549
15811.388300841894,445.5801,-36.06243,66.9681
23207.944168063907,379.6373,-35.97429,66.9744
34064.60345289804,321.9881,-35.40117,66.9713
49999.99999999999,272.7763,-34.03138,66.9619
