Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,14171.03,-63.45199,67.7364
7.338996338110348,11005.48,-58.73849,67.7221
10.772173450159421,8647.71,-53.41349,67.7344
15.811388300841895,7042.016,-48.20329,67.7361
23.207944168063896,5882.86,-43.40678,67.7463
34.06460345289807,5032.866,-39.39464,67.747
49.99999999999999,4376.856,-36.21429,67.76
73.38996338110344,3836.85,-33.7773,67.7518
107.72173450159421,3382.865,-31.86685,67.7694
158.11388300841895,2994.464,-30.56735,67.7783
232.07944168063884,2659.812,-29.55431,67.7945
340.6460345289807,2375.816,-28.78508,67.805
499.99999999999994,2122.307,-28.50543,67.8235
733.8996338110344,1898.979,-28.62924,67.8194
1077.217345015941,1690.563,-28.96136,67.8424
1581.1388300841895,1509.424,-29.71162,67.8406
2320.794416806388,1341.127,-31.07566,67.8623
3406.4603452898036,1184.748,-33.04893,67.8712
4999.999999999999,1035.75,-35.47736,67.8752
7338.996338110344,892.466,-38.43606,67.8717
10772.17345015941,752.0564,-41.64585,67.8975
15811.388300841894,621.4947,-44.70259,67.901
23207.944168063907,503.2072,-47.28387,67.9125
34064.60345289804,400.1786,-48.93903,67.9042
49999.99999999999,314.5755,-49.25857,67.9213
