Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,28384.72,-51.85835,66.5999
7.338996338110348,25674.8,-50.2942,66.5938
10.772173450159421,21910.09,-50.70349,66.5808
15.811388300841895,18351.26,-51.93496,66.581
23.207944168063896,15047.07,-53.41678,66.5986
34.06460345289807,12066.95,-54.81462,66.5784
49.99999999999999,9585.502,-56.01348,66.596
73.38996338110344,7571.994,-56.83257,66.5948
107.72173450159421,5955.872,-57.2977,66.587
158.11388300841895,4699.146,-57.73375,66.5731
232.07944168063884,3685.042,-57.75906,66.5606
340.6460345289807,2888.831,-57.86082,66.5935
499.99999999999994,2266.758,-57.7631,66.5977
733.8996338110344,1774.525,-57.65154,66.5714
1077.217345015941,1386.227,-57.46873,66.5794
1581.1388300841895,1084.004,-57.15682,66.5846
2320.794416806388,847.0686,-56.65883,66.5438
3406.4603452898036,661.3302,-55.79001,66.5541
4999.999999999999,516.6775,-54.3867,66.5732
7338.996338110344,405.2798,-52.28712,66.5547
10772.17345015941,320.6203,-49.34674,66.5843
15811.388300841894,257.2902,-45.46708,66.5842
23207.944168063907,211.0121,-40.73348,66.5685
34064.60345289804,178.0144,-35.38064,66.5534
49999.99999999999,154.918,-29.81562,66.5661
