Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,598.0,-31,66.4732,213.90779206899987,1.7272
a-025,IR02,564.0,-47,66.4732,544.3210519762494,0.8103
a-026,IR03,536.0,-41,66.4732,226.34191382340924,1.1716
a-027,IR04,342.0,-34,66.4732,324.5393355038812,1.2028
a-011,IR05,825.0,-39,66.4732,258.9441676910345,1.4268
a-023,IR06,597.0,-34,66.4732,313.7086014423262,1.377
a-022,IR07,1070.0,-32,66.4732,0.0,0.594
a-021,IR08,760.0,-33,66.4732,380.6144104652184,0.8375
a-020,IR09,843.0,-33,66.4732,290.48294792570806,1.008
a-004,IR10,491.0,-39,66.4732,336.5306087965897,1.2387
a-028,PT01,1430.0,-32,66.4732,0.0,3.2472
a-029,PT02,529.0,-43,66.4732,73.13972628413171,2.1784
a-030,PT03,502.0,-36,66.4732,98.22103381220178,2.0868
a-031,PT04,938.0,-28,66.4732,158.63048197435916,2.3458
a-015,PT05,958.0,-33,66.4732,142.43646636119797,2.0832
a-019,PT06,295.0,-48,66.4732,121.88677957455616,2.6302
a-018,PT07,420.0,-48,66.4732,152.090750830268,2.1168
a-017,PT08,433.0,-47,66.4732,216.00769109077387,1.7199
a-016,PT09,351.0,-45,66.4732,225.69527547751565,1.607
a-000,PT10,1050.0,-47,66.4732,127.05461581940236,2.8304
