Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,616.0,-45,215.09473593509512,1.7272,65.5723
a-025,IR02,478.0,-44,426.7175500052156,0.8103,65.5723
a-026,IR03,350.0,-34,581.8801376145982,1.1716,65.5723
a-027,IR04,598.0,-30,280.83040025772164,1.2028,65.5723
a-011,IR05,450.0,-52,91.91608664161632,1.4268,65.5723
a-023,IR06,900.0,-40,108.5502971563468,1.377,65.5723
a-022,IR07,39800.0,-27,0.0,0.594,65.5723
a-021,IR08,117000.0,-37,262.1730676249511,0.8375,65.5723
a-020,IR09,1770.0,-43,258.4168282698147,1.008,65.5723
a-004,IR10,1970.0,-45,110.5813126344532,1.2387,65.5723
a-028,PT01,1410.0,13,41.17911393645935,3.2472,65.5723
a-029,PT02,525.0,-41,42.44823300094112,2.1784,65.5723
a-030,PT03,588.0,-34,45.361914224437335,2.0868,65.5723
a-031,PT04,1750.0,-56,40.19130754146562,2.3458,65.5723
a-015,PT05,1990.0,-39,32.018049155146834,2.0832,65.5723
a-019,PT06,413.0,-66,41.76559894844612,2.6302,65.5723
a-018,PT07,423.0,-62,35.014026978313936,2.1168,65.5723
a-017,PT08,753.0,-65,49.981081189881046,1.7199,65.5723
a-016,PT09,765.0,-54,75.58205666374631,1.607,65.5723
a-000,PT10,362.0,-66,23.68130444552941,2.8304,65.5723
