Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,9940.0,-30,66.1786,25.974547074362484,1.7272
d-025,IR02,16700.0,-27,66.1786,29.18197438745507,0.8103
d-026,IR03,1610.0,-34,66.1786,317.6129947212976,1.1716
d-027,IR04,5890.0,-31,66.1786,96.35935379157235,1.2028
d-007,IR05,2490.0,-35,66.1786,116.02078885510488,1.4268
d-028,IR06,36200.0,-24,66.1786,11.178036937362142,1.377
d-029,IR07,13600.0,-26,66.1786,0.0,0.594
d-030,IR08,24800.0,-23,66.1786,23.82312519873319,0.8375
d-031,IR09,9290.0,-24,66.1786,47.59615384614884,1.008
d-006,IR10,12800.0,-31,66.1786,19.885981841913015,1.2387
d-008,PT01,6140.0,-35,66.1786,0.0,3.2472
d-009,PT02,3680.0,-30,66.1786,59.19527354931075,2.1784
d-010,PT03,44600.0,-25,66.1786,5.497773087233328,2.0868
d-011,PT04,3740.0,-30,66.1786,21.898856984731452,2.3458
d-005,PT05,4480.0,-34,66.1786,75.42917911583832,2.0832
d-012,PT06,943.0,-68,66.1786,41.68673824457868,2.6302
d-013,PT07,799.0,-64,66.1786,45.424297924298315,2.1168
d-014,PT08,1040.0,-61,66.1786,68.41789167099118,1.7199
d-015,PT09,980.0,-53,66.1786,69.99090517447573,1.607
d-004,PT10,1120.0,-72,66.1786,38.66201218061905,2.8304
d-023,G1X1-1,13800.0,-36,66.1786,5.114522882180969,4.0
d-022,G1X1-2,24100.0,-64,66.1786,1.2486263736265013,4.0
d-021,G3X3S-1,31700.0,-70,66.1786,1.3670255724949791,3.9204
d-020,G3X3S-2,24100.0,-65,66.1786,2.1682662375303097,3.9204
d-019,G2X2S-1,18600.0,-46,66.1786,3.7302754449009665,3.9601
d-018,G2X2S-2,13900.0,-58,66.1786,-1.4929454370780824,3.9601
d-017,G2X2L-1,24200.0,-57,66.1786,1.1184863523570214,4.0
d-016,G2X2L-2,21900.0,-50,66.1786,4.59750906759191,4.0
