Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,6310.0,-33,66.218,14.226861537780348,1.7272
d-025,IR02,9440.0,-24,66.218,42.801767822556485,0.8103
d-026,IR03,568.0,-21,66.218,274.78517472594564,1.1716
d-027,IR04,13900.0,-25,66.218,6.717410309940793,1.2028
d-007,IR05,1420.0,-29,66.218,135.2643893812955,1.4268
d-028,IR06,155000.0,-17,66.218,3.3898279372187785,1.377
d-029,IR07,11100.0,-24,66.218,0.0,0.594
d-030,IR08,73500.0,-22,66.218,9.04299714345048,0.8375
d-031,IR09,7270.0,-21,66.218,58.50424792463778,1.008
d-006,IR10,10600.0,-30,66.218,24.22261120124637,1.2387
d-008,PT01,3540.0,-40,66.218,0.0,3.2472
d-009,PT02,581.0,-32,66.218,156.19909225305187,2.1784
d-010,PT03,55700.0,-25,66.218,5.792436519799726,2.0868
d-011,PT04,560.0,-30,66.218,156.4443599143665,2.3458
d-005,PT05,934.0,-48,66.218,58.270339582450184,2.0832
d-012,PT06,1360.0,-55,66.218,29.03568478429787,2.6302
d-013,PT07,1300.0,-51,66.218,33.52260473774416,2.1168
d-014,PT08,1380.0,-52,66.218,48.11523557483796,1.7199
d-015,PT09,1330.0,-50,66.218,45.64166387439616,1.607
d-004,PT10,1610.0,-62,66.218,26.170453179316365,2.8304
d-023,G1X1-1,7400.0,-53,66.218,3.9812062937061192,4.0
d-022,G1X1-2,13300.0,-58,66.218,1.4497202797200048,4.0
d-021,G3X3S-1,11000.0,-66,66.218,1.0943296067265822,3.9204
d-020,G3X3S-2,8590.0,-56,66.218,2.823807798331783,3.9204
d-019,G2X2S-1,11600.0,-54,66.218,1.689934014875416,3.9601
d-018,G2X2S-2,4800.0,-59,66.218,6.968492614280059,3.9601
d-017,G2X2L-1,14700.0,-58,66.218,1.549825174825139,4.0
d-016,G2X2L-2,12900.0,-58,66.218,1.857202797202612,4.0
