Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,320.0,-51,66.4112,260.7228536478292,1.7272
a-025,IR02,482.0,-49,66.4112,490.79638120727867,0.8103
a-026,IR03,493.0,-49,66.4112,469.71706454462407,1.1716
a-027,IR04,515.0,-46,66.4112,327.72368349811205,1.2028
a-011,IR05,562.0,-38,66.4112,292.2534198818885,1.4268
a-023,IR06,581.0,-36,66.4112,174.2779732976242,1.377
a-022,IR07,1890.0,-32,66.4112,0.0,0.594
a-021,IR08,1550.0,-34,66.4112,164.03032401119802,0.8375
a-020,IR09,1100.0,-39,66.4112,209.02732888024565,1.008
a-004,IR10,1240.0,-40,66.4112,14.20016435758555,1.2387
a-028,PT01,1080.0,-45,66.4112,0.0,3.2472
a-029,PT02,555.0,-50,66.4112,23.455316038347444,2.1784
a-030,PT03,520.0,-40,66.4112,28.718113511597448,2.0868
a-031,PT04,1170.0,-35,66.4112,37.244341149194504,2.3458
a-015,PT05,966.0,-39,66.4112,48.93733179772491,2.0832
a-019,PT06,413.0,-69,66.4112,66.17115984161322,2.6302
a-018,PT07,487.0,-63,66.4112,91.27892610039703,2.1168
a-017,PT08,679.0,-63,66.4112,98.95653749474322,1.7199
a-016,PT09,404.0,-60,66.4112,170.94362194757824,1.607
a-000,PT10,839.0,-57,66.4112,102.50174188541244,2.8304
