Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,4350.0,-25,66.0063,28.208708196447432,1.7272
d-025,IR02,10300.0,-24,66.0063,45.38093538899756,0.8103
d-026,IR03,403.0,-22,66.0063,388.7247048936847,1.1716
d-027,IR04,4450.0,-31,66.0063,108.88373400018595,1.2028
d-007,IR05,1410.0,-30,66.0063,123.56513143294953,1.4268
d-028,IR06,25000.0,-25,66.0063,18.049524912271004,1.377
d-029,IR07,11700.0,-24,66.0063,0.0,0.594
d-030,IR08,14300.0,-21,66.0063,48.598668197479235,0.8375
d-031,IR09,7410.0,-22,66.0063,46.8279405779379,1.008
d-006,IR10,12100.0,-30,66.0063,19.144804272116435,1.2387
d-008,PT01,5700.0,-34,66.0063,0.0,3.2472
d-009,PT02,3070.0,-28,66.0063,33.47625397989166,2.1784
d-010,PT03,42700.0,-25,66.0063,6.576060512231131,2.0868
d-011,PT04,3140.0,-29,66.0063,32.64098847694786,2.3458
d-005,PT05,3310.0,-33,66.0063,28.629792868225884,2.0832
d-012,PT06,993.0,-65,66.0063,44.6398618758507,2.6302
d-013,PT07,1130.0,-63,66.0063,45.65287653522559,2.1168
d-014,PT08,1070.0,-58,66.0063,69.40501381354707,1.7199
d-015,PT09,859.0,-49,66.0063,109.52204298506906,1.607
d-004,PT10,910.0,-71,66.0063,40.08546309244083,2.8304
d-023,G1X1-1,6340.0,-53,66.0063,2.460276375459853,4.0
d-022,G1X1-2,2530.0,-50,66.0063,3.0427350427332556,4.0
d-021,G3X3S-1,5090.0,-64,66.0063,2.453611101061473,3.9204
d-020,G3X3S-2,2480.0,-60,66.0063,4.050803293227732,3.9204
d-019,G2X2S-1,1860.0,-55,66.0063,6.544611703344778,3.9601
d-018,G2X2S-2,5320.0,-54,66.0063,5.366671123434491,3.9601
d-017,G2X2L-1,6960.0,-50,66.0063,4.80753205128258,4.0
d-016,G2X2L-2,2560.0,-54,66.0063,7.0773755656094615,4.0
