Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,607.0,-28,26.096,188.43303523710804,1.7272
a-025,IR02,545.0,-28,26.096,507.6048589343229,0.8103
a-026,IR03,571.0,-29,26.096,469.71706454462407,1.1716
a-027,IR04,660.0,-37,26.096,228.32788154284967,1.2028
a-011,IR05,705.0,-46,26.096,187.66884813488687,1.4268
a-023,IR06,658.0,-38,26.096,130.42879628808245,1.377
a-022,IR07,874.0,-35,26.096,0.0,0.594
a-021,IR08,782.0,-39,26.096,209.51090700348797,0.8375
a-020,IR09,1290.0,-41,26.096,147.89960856138165,1.008
a-004,IR10,1460.0,-43,26.096,116.95720261390854,1.2387
a-028,PT01,5480.0,-33,26.096,0.0,3.2472
a-029,PT02,573.0,-44,26.096,35.87318850815456,2.1784
a-030,PT03,1410.0,-23,26.096,78.7853942408167,2.0868
a-031,PT04,1010.0,-41,26.096,43.88563521056069,2.3458
a-015,PT05,1520.0,-38,26.096,49.57351116625046,2.0832
a-019,PT06,586.0,-73,26.096,47.568428118782926,2.6302
a-018,PT07,408.0,-68,26.096,53.704120537101645,2.1168
a-017,PT08,833.0,-67,26.096,62.67421422035326,1.7199
a-016,PT09,587.0,-65,26.096,95.90164931943278,1.607
a-000,PT10,800.0,-63,26.096,38.74886640530651,2.8304
