Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3540.0,-25,66.1139,55.043921400061265,1.7272
d-025,IR02,9030.0,-24,66.1139,60.28352160503137,0.8103
d-026,IR03,465.0,-23,66.1139,344.3515770675316,1.1716
d-027,IR04,2420.0,-28,66.1139,80.12465472097986,1.2028
d-011,IR05,1590.0,-25,66.1139,161.66084406202935,1.4268
d-023,IR06,5810.0,-31,66.1139,18.07060697636419,1.377
d-022,IR07,9150.0,-41,66.1139,0.0,0.594
d-021,IR08,3450.0,-30,66.1139,109.72458972107569,0.8375
d-020,IR09,3600.0,-32,66.1139,102.31138485170979,1.008
d-004,IR10,10400.0,-40,66.1139,22.71027829131691,1.2387
d-028,PT01,5150.0,-30,66.1139,0.0,3.2472
d-029,PT02,2570.0,-24,66.1139,41.88112658550265,2.1784
d-030,PT03,34400.0,-21,66.1139,6.986519423379624,2.0868
d-031,PT04,5230.0,-24,66.1139,28.88202822927416,2.3458
d-015,PT05,5310.0,-24,66.1139,45.30490856393017,2.0832
d-019,PT06,783.0,-69,66.1139,42.42718167597947,2.6302
d-018,PT07,880.0,-68,66.1139,45.03074093581323,2.1168
d-017,PT08,1220.0,-61,66.1139,46.706651102308804,1.7199
d-016,PT09,777.0,-56,66.1139,119.48154175909244,1.607
d-000,PT10,853.0,-67,66.1139,54.55874679305699,2.8304
