Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,7730.0,-27,66.4252,23.68142896166561,1.7272
d-025,IR02,21300.0,-22,66.4252,44.545816503918715,0.8103
d-026,IR03,786.0,-45,66.4252,384.36370162216724,1.1716
d-027,IR04,4240.0,-25,66.4252,67.97600470683004,1.2028
d-007,IR05,1240.0,-30,66.4252,125.60150041129391,1.4268
d-028,IR06,159000.0,-20,66.4252,5.193384582349487,1.377
d-029,IR07,10600.0,-25,66.4252,0.0,0.594
d-030,IR08,51000.0,-21,66.4252,18.660802895563958,0.8375
d-031,IR09,6650.0,-22,66.4252,21.408140332443708,1.008
d-006,IR10,9910.0,-30,66.4252,28.01887199820882,1.2387
d-008,PT01,3520.0,-40,66.4252,0.0,3.2472
d-009,PT02,575.0,-29,66.4252,160.81551267925124,2.1784
d-010,PT03,54400.0,-25,66.4252,4.153301285043225,2.0868
d-011,PT04,760.0,-39,66.4252,77.03594640503219,2.3458
d-005,PT05,1090.0,-47,66.4252,63.99754380661161,2.0832
d-012,PT06,661.0,-64,66.4252,50.65251476841727,2.6302
d-013,PT07,578.0,-56,66.4252,75.00995697424582,2.1168
d-014,PT08,891.0,-59,66.4252,76.3041679525228,1.7199
d-015,PT09,903.0,-57,66.4252,63.8421865226155,1.607
d-004,PT10,1100.0,-70,66.4252,36.904965359486816,2.8304
d-023,G1X1-1,7170.0,-49,66.4252,5.472171945702229,4.0
d-022,G1X1-2,18800.0,-63,66.4252,-1.3365384615398241,4.0
d-021,G3X3S-1,13400.0,-60,66.4252,2.1104366024152426,3.9204
d-020,G3X3S-2,10800.0,-62,66.4252,1.7472526303163178,3.9204
d-019,G2X2S-1,12000.0,-50,66.4252,2.179966087718475,3.9601
d-018,G2X2S-2,5110.0,-60,66.4252,5.259838685763282,3.9601
d-017,G2X2L-1,9220.0,-55,66.4252,3.2563159248780704,4.0
d-016,G2X2L-2,12900.0,-58,66.4252,1.6309272918862583,4.0
