Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,11500.0,-31,66.3984,11.586857638269601,1.7272
d-025,IR02,17200.0,-26,66.3984,30.36545502299064,0.8103
d-026,IR03,7370.0,-30,66.3984,144.6933921211828,1.1716
d-027,IR04,38000.0,-28,66.3984,8.149475718644213,1.2028
d-007,IR05,8570.0,-32,66.3984,78.61457320501451,1.4268
d-028,IR06,147000.0,-16,66.3984,51.84067929165892,1.377
d-029,IR07,11200.0,-24,66.3984,0.0,0.594
d-030,IR08,83400.0,-22,66.3984,8.369145093371271,0.8375
d-031,IR09,7820.0,-21,66.3984,60.77215608466469,1.008
d-006,IR10,11000.0,-30,66.3984,21.00016406378412,1.2387
d-008,PT01,3590.0,-40,66.3984,0.0,3.2472
d-009,PT02,590.0,-32,66.3984,153.1646374191317,2.1784
d-010,PT03,57400.0,-25,66.3984,7.26604882962955,2.0868
d-011,PT04,575.0,-31,66.3984,135.12966982996596,2.3458
d-005,PT05,843.0,-48,66.3984,69.12688565914756,2.0832
d-012,PT06,869.0,-66,66.3984,35.6597626387004,2.6302
d-013,PT07,820.0,-60,66.3984,53.78236565943061,2.1168
d-014,PT08,872.0,-61,66.3984,66.5515384325785,1.7199
d-015,PT09,898.0,-57,66.3984,62.79413160643133,1.607
d-004,PT10,1110.0,-71,66.3984,34.85780754013009,2.8304
d-023,G1X1-1,7090.0,-53,66.3984,3.1353230769231617,4.0
d-022,G1X1-2,16300.0,-58,66.3984,1.0499300699301501,4.0
d-021,G3X3S-1,11400.0,-66,66.3984,0.8556953965231617,3.9204
d-020,G3X3S-2,10100.0,-59,66.3984,2.153430183733117,3.9204
d-019,G2X2S-1,12000.0,-56,66.3984,1.650975830495228,3.9601
d-018,G2X2S-2,5370.0,-59,66.3984,5.242680351894935,3.9601
d-017,G2X2L-1,18000.0,-63,66.3984,0.9127006087446112,4.0
d-016,G2X2L-2,12000.0,-60,66.3984,1.3796904315199146,4.0
