Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,527.0,-52,66.3816,109.40501138511445,1.7272
a-025,IR02,511.0,-46,66.3816,296.2739904722594,0.8103
a-026,IR03,499.0,-46,66.3816,211.8491251068098,1.1716
a-027,IR04,912.0,-48,66.3816,167.70952025460596,1.2028
a-011,IR05,929.0,-48,66.3816,144.07820631539553,1.4268
a-023,IR06,1090.0,-39,66.3816,189.0945757220554,1.377
a-022,IR07,1580.0,-33,66.3816,0.0,0.594
a-021,IR08,1270.0,-34,66.3816,212.7475567752329,0.8375
a-020,IR09,979.0,-38,66.3816,233.23595848596042,1.008
a-004,IR10,1120.0,-38,66.3816,174.20351774916227,1.2387
a-028,PT01,34.1,-87,66.3816,0.0,3.2472
a-029,PT02,702.0,-43,66.3816,62.662537825098056,2.1784
a-030,PT03,623.0,-39,66.3816,65.9067786727455,2.0868
a-031,PT04,1180.0,-27,66.3816,104.0165768819077,2.3458
a-015,PT05,1220.0,-34,66.3816,181.30391114284197,2.0832
a-019,PT06,348.0,-65,66.3816,79.94348145127918,2.6302
a-018,PT07,514.0,-55,66.3816,123.52086640828654,2.1168
a-017,PT08,613.0,-52,66.3816,138.68315241941394,1.7199
a-016,PT09,417.0,-46,66.3816,211.41480382301128,1.607
a-000,PT10,686.0,-50,66.3816,5.222601498746379,2.8304
