Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,473.0,-41,66.2667,105.03512085176385,1.7272
a-025,IR02,411.0,-42,66.2667,372.8595017879211,0.8103
a-026,IR03,398.0,-42,66.2667,-8.52928560137304,1.1716
a-027,IR04,713.0,-43,66.2667,175.80046325475317,1.2028
a-011,IR05,723.0,-43,66.2667,155.13203189458264,1.4268
a-023,IR06,613.0,-42,66.2667,279.31400480424946,1.377
a-022,IR07,1150.0,-32,66.2667,0.0,0.594
a-021,IR08,878.0,-32,66.2667,388.61079219293697,0.8375
a-020,IR09,509.0,-35,66.2667,-133.09676434673347,1.008
a-004,IR10,596.0,-36,66.2667,354.8356209905484,1.2387
a-028,PT01,1850.0,-33,66.2667,0.0,3.2472
a-029,PT02,652.0,-40,66.2667,56.62400250052959,2.1784
a-030,PT03,650.0,-36,66.2667,76.26346862891293,2.0868
a-031,PT04,1220.0,-27,66.2667,97.7793372115385,2.3458
a-015,PT05,1260.0,-31,66.2667,119.97952484342747,2.0832
a-019,PT06,326.0,-53,66.2667,76.33626568994767,2.6302
a-018,PT07,468.0,-50,66.2667,129.72716437002936,2.1168
a-017,PT08,504.0,-48,66.2667,140.4000877001062,1.7199
a-016,PT09,769.0,-44,66.2667,132.233976353368,1.607
a-000,PT10,557.0,-50,66.2667,15.582749118644607,2.8304
