Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,28100.0,112,66.3339,4.163927647935354,1.7272
d-025,IR02,61600.0,57,66.3339,18.71966457241073,0.8103
d-026,IR03,31500.0,76,66.3339,200.03851528138523,1.1716
d-027,IR04,134000.0,-45,66.3339,7.5385453750781535,1.2028
d-007,IR05,21400.0,-139,66.3339,82.53234284837548,1.4268
d-028,IR06,170000.0,-18,66.3339,6.172839506166086,1.377
d-029,IR07,11200.0,-24,66.3339,0.0,0.594
d-030,IR08,73600.0,-22,66.3339,8.426082981058128,0.8375
d-031,IR09,15200.0,-33,66.3339,45.47860847017888,1.008
d-006,IR10,10800.0,-30,66.3339,23.193610198673603,1.2387
d-008,PT01,3570.0,-40,66.3339,0.0,3.2472
d-009,PT02,573.0,-32,66.3339,151.68466041746177,2.1784
d-010,PT03,55400.0,-25,66.3339,5.12378171952629,2.0868
d-011,PT04,562.0,-30,66.3339,131.9871193687845,2.3458
d-005,PT05,1010.0,-49,66.3339,50.59154555122515,2.0832
d-012,PT06,854.0,-65,66.3339,36.456102997972955,2.6302
d-013,PT07,792.0,-60,66.3339,41.92540278565851,2.1168
d-014,PT08,881.0,-61,66.3339,52.51739794992291,1.7199
d-015,PT09,853.0,-57,66.3339,63.18539083816379,1.607
d-004,PT10,1130.0,-71,66.3339,29.02544513478855,2.8304
d-023,G1X1-1,7300.0,-53,66.3339,3.8465266011521027,4.0
d-022,G1X1-2,14900.0,-57,66.3339,1.0805240576154442,4.0
d-021,G3X3S-1,11300.0,-66,66.3339,0.9202357687205507,3.9204
d-020,G3X3S-2,10200.0,-59,66.3339,2.3786284116861243,3.9204
d-019,G2X2S-1,11800.0,-55,66.3339,1.7814172800484942,3.9601
d-018,G2X2S-2,5380.0,-61,66.3339,5.108321873134465,3.9601
d-017,G2X2L-1,17300.0,-62,66.3339,1.634507346586193,4.0
d-016,G2X2L-2,12400.0,-61,66.3339,1.5897928994081167,4.0
