Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,1430.0,-37,65.7672,59.69575548617977,1.7272
d-025,IR02,556.0,-40,65.7672,309.8539561070052,0.8103
d-026,IR03,543.0,-40,65.7672,230.41057261583876,1.1716
d-027,IR04,1010.0,-41,65.7672,181.75829823652813,1.2028
d-011,IR05,1590.0,-34,65.7672,141.01039665842913,1.4268
d-023,IR06,387.0,-38,65.7672,319.19744642047374,1.377
d-022,IR07,1140.0,-31,65.7672,0.0,0.594
d-021,IR08,885.0,-31,65.7672,334.7147937610542,0.8375
d-020,IR09,712.0,-37,65.7672,347.54019129023527,1.008
d-004,IR10,2220.0,-40,65.7672,62.92410752441741,1.2387
d-028,PT01,1240.0,-30,65.7672,0.0,3.2472
d-029,PT02,446.0,-41,65.7672,114.05689426256575,2.1784
d-030,PT03,594.0,-34,65.7672,149.43445419036945,2.0868
d-031,PT04,858.0,-32,65.7672,121.17332475172338,2.3458
d-015,PT05,815.0,-27,65.7672,193.8857118530175,2.0832
d-019,PT06,307.0,-46,65.7672,149.0905668959361,2.6302
d-018,PT07,426.0,-46,65.7672,157.6535006767348,2.1168
d-017,PT08,409.0,-44,65.7672,216.35873284228003,1.7199
d-016,PT09,339.0,-45,65.7672,297.02898655584175,1.607
d-000,PT10,476.0,-44,65.7672,137.12626199323284,2.8304
