Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,555.0,-45,66.2141,176.6977233049893,1.7272
a-025,IR02,443.0,-40,66.2141,199.9349059749734,0.8103
a-026,IR03,273.0,-25,66.2141,469.71706454462407,1.1716
a-027,IR04,576.0,-46,66.2141,296.3047462898459,1.2028
a-011,IR05,670.0,-35,66.2141,170.50674304669616,1.4268
a-023,IR06,2510.0,105,66.2141,91.38595609183977,1.377
a-022,IR07,2750.0,42,66.2141,0.0,0.594
a-021,IR08,3250.0,-46,66.2141,167.89842641993647,0.8375
a-020,IR09,1460.0,-38,66.2141,110.44337606839915,1.008
a-004,IR10,1610.0,-41,66.2141,71.56827470097929,1.2387
a-028,PT01,57100.0,-39,66.2141,2.362869431238378,3.2472
a-029,PT02,454.0,-60,66.2141,27.777870096028934,2.1784
a-030,PT03,491.0,-39,66.2141,62.42904115245139,2.0868
a-031,PT04,638.0,-60,66.2141,33.85261447981862,2.3458
a-015,PT05,1060.0,-46,66.2141,32.898974655780464,2.0832
a-019,PT06,404.0,-76,66.2141,23.703959336224845,2.6302
a-018,PT07,388.0,-65,66.2141,35.05154732833235,2.1168
a-017,PT08,828.0,-70,66.2141,47.35964076623385,1.7199
a-016,PT09,688.0,-62,66.2141,79.3854375793773,1.607
a-000,PT10,1400.0,19,66.2141,23.575682459113974,2.8304
