Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,496.0,-41,66.0362,143.725151370984,1.7272
a-025,IR02,401.0,-42,66.0362,315.0752325697836,0.8103
a-026,IR03,404.0,-42,66.0362,8.236599522021166,1.1716
a-027,IR04,706.0,-43,66.0362,176.27970327360524,1.2028
a-011,IR05,728.0,-43,66.0362,147.80838729534406,1.4268
a-023,IR06,941.0,-33,66.0362,210.95331594000135,1.377
a-022,IR07,1390.0,-32,66.0362,0.0,0.594
a-021,IR08,1130.0,-33,66.0362,386.01041305107606,0.8375
a-020,IR09,849.0,-37,66.0362,256.85519950786215,1.008
a-004,IR10,990.0,-38,66.0362,224.25354575997903,1.2387
a-028,PT01,300.0,62,66.0362,0.0,3.2472
a-029,PT02,500.0,-44,66.0362,166.27411791312767,2.1784
a-030,PT03,460.0,-38,66.0362,56.81868447825061,2.0868
a-031,PT04,871.0,-27,66.0362,164.5811062215009,2.3458
a-015,PT05,907.0,-32,66.0362,101.93452380953211,2.0832
a-019,PT06,339.0,-55,66.0362,83.03211806063658,2.6302
a-018,PT07,476.0,-50,66.0362,126.36461422176474,2.1168
a-017,PT08,542.0,-47,66.0362,154.03544294009004,1.7199
a-016,PT09,370.0,-45,66.0362,229.33902136459605,1.607
a-000,PT10,633.0,-48,66.0362,159.23000826151332,2.8304
