Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3820.0,-25,65.9588,52.84898635406658,1.7272
d-025,IR02,9170.0,-23,65.9588,56.04761769145215,0.8103
d-026,IR03,376.0,-27,65.9588,398.5892621092634,1.1716
d-027,IR04,2120.0,-28,65.9588,95.96676337233427,1.2028
d-011,IR05,1450.0,-27,65.9588,144.02933544080585,1.4268
d-023,IR06,8920.0,-32,65.9588,15.184276881628755,1.377
d-022,IR07,7910.0,-40,65.9588,0.0,0.594
d-021,IR08,4050.0,-31,65.9588,103.96731275748724,0.8375
d-020,IR09,5720.0,-34,65.9588,46.99659907993827,1.008
d-004,IR10,11000.0,-40,65.9588,19.139537253877535,1.2387
d-028,PT01,5280.0,-30,65.9588,0.0,3.2472
d-029,PT02,2660.0,-24,65.9588,43.463852738128445,2.1784
d-030,PT03,26700.0,-21,65.9588,8.254498332904518,2.0868
d-031,PT04,5240.0,-23,65.9588,32.52505971007188,2.3458
d-015,PT05,5410.0,-24,65.9588,44.675032994944175,2.0832
d-019,PT06,795.0,-68,65.9588,46.9893007152605,2.6302
d-018,PT07,942.0,-69,65.9588,51.330673294962075,2.1168
d-017,PT08,806.0,-67,65.9588,70.31639283724455,1.7199
d-016,PT09,589.0,-56,65.9588,93.32985496147693,1.607
d-000,PT10,641.0,-67,65.9588,54.595569584092544,2.8304
