Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,236.0,-117,65.343,259.42387857629683,1.7272
a-025,IR02,266.0,-68,65.343,481.54055003370706,0.8103
a-026,IR03,352.0,-46,65.343,119.43843114889145,1.1716
a-027,IR04,261.0,-25,65.343,-14.97854533733815,1.2028
a-011,IR05,1450.0,-29,65.343,292.2534198816926,1.4268
a-023,IR06,387.0,-33,65.343,221.21110552485104,1.377
a-022,IR07,497.0,-33,65.343,0.0,0.594
a-021,IR08,483.0,-35,65.343,321.47008547004407,0.8375
a-020,IR09,745.0,-34,65.343,267.9020824854167,1.008
a-004,IR10,813.0,-37,65.343,218.61680877178318,1.2387
a-028,PT01,667.0,-41,65.343,0.0,3.2472
a-029,PT02,540.0,-50,65.343,34.77263952842532,2.1784
a-030,PT03,47600.0,-42,65.343,58.30652713384779,2.0868
a-031,PT04,847.0,-37,65.343,75.81799222158794,2.3458
a-015,PT05,1010.0,-39,65.343,44.90966491623353,2.0832
a-019,PT06,420.0,-74,65.343,60.11156180679879,2.6302
a-018,PT07,364.0,-71,65.343,68.97844607928542,2.1168
a-017,PT08,564.0,-67,65.343,80.95519601659188,1.7199
a-016,PT09,285.0,-63,65.343,115.11087525557599,1.607
a-000,PT10,71.3,124,65.343,47.132666281283896,2.8304
