Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
46.41588833612777,41800.0,-44,65.8135
100.0,28000.0,-44,65.8135
215.44346900318823,18500.0,-49,65.8135
464.15888336127773,12300.0,-55,65.8135
1000.0,7930.0,-66,65.8135
2154.4346900318824,5210.0,-88,65.8135
4641.588833612777,3020.0,-124,65.8135
