Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
46.41588833612777,87200.0,-29,66.27499999999999
100.0,61700.0,-31,66.27499999999999
215.44346900318823,49100.0,-36,66.27499999999999
464.15888336127773,36700.0,-46,66.27499999999999
1000.0,25900.0,-65,66.27499999999999
2154.4346900318824,16500.0,-96,66.27499999999999
4641.588833612777,8380.0,-143,66.27499999999999
