Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
46.41588833612777,69000.0,-60,66.1238
100.0,30000.0,-65,66.1238
215.44346900318823,10100.0,-37,66.1238
464.15888336127773,7340.0,-48,66.1238
1000.0,4940.0,-62,66.1238
2154.4346900318824,3160.0,-84,66.1238
4641.588833612777,1720.0,-114,66.1238
