,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,7630.0,-50,66.2594,,4.0
21,d-022,G1X1-2,22500.0,-63,66.2594,,4.0
22,d-021,G3X3S-1,21500.0,-71,66.2594,,3.9204
23,d-020,G3X3S-2,12700.0,-61,66.2594,,3.9204
24,d-019,G2X2S-1,20200.0,-61,66.2594,,3.9601
25,d-018,G2X2S-2,7440.0,-59,66.2594,,3.9601
26,d-017,G2X2L-1,19300.0,-57,66.2594,,4.0
27,d-016,G2X2L-2,12400.0,-53,66.2594,,4.0
