Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-023,G1X1-1,5590.0,-39,66.2775,5.927467669804731,4.0
d-022,G1X1-2,11600.0,-59,66.2775,1.7065176203107564,4.0
d-021,G3X3S-1,14800.0,-53,66.2775,1.337811255166867,3.9204
d-020,G3X3S-2,12600.0,-61,66.2775,1.9610782565775229,3.9204
d-019,G2X2S-1,12200.0,-41,66.2775,2.940163022964561,3.9601
d-018,G2X2S-2,5600.0,-65,66.2775,2.1464104441807,3.9601
d-017,G2X2L-1,13700.0,-57,66.2775,1.7670171555063368,4.0
d-016,G2X2L-2,10100.0,-45,66.2775,2.9850961538460457,4.0
