,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,27100.0,-36,65.8484,1.5543159130945168,4.0
21,d-022,G1X1-2,14000.0,-60,65.8484,1.6608627858627412,4.0
22,d-021,G3X3S-1,15600.0,-69,65.8484,0.47447705849946176,3.9204
23,d-020,G3X3S-2,10900.0,-64,65.8484,1.3803506157384287,3.9204
24,d-019,G2X2S-1,14700.0,-51,65.8484,1.2414157955732588,3.9601
25,d-018,G2X2S-2,8480.0,-67,65.8484,1.2277444888325733,3.9601
26,d-017,G2X2L-1,19000.0,-74,65.8484,0.7355769230766045,4.0
27,d-016,G2X2L-2,11000.0,-65,65.8484,1.4307351940095872,4.0
