,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,4940.0,-62,66.1238,4.120475113121811,4.0
21,d-022,G1X1-2,12100.0,-52,66.1238,2.4356900452487134,4.0
22,d-021,G3X3S-1,22600.0,-69,66.1238,0.1255159709939231,3.9204
23,d-020,G3X3S-2,11400.0,-63,66.1238,1.4295468840925742,3.9204
24,d-019,G2X2S-1,16600.0,-64,66.1238,0.6211885060538778,3.9601
25,d-018,G2X2S-2,6400.0,-60,66.1238,2.2082157634292257,3.9601
26,d-017,G2X2L-1,10900.0,-56,66.1238,2.649255583126705,4.0
27,d-016,G2X2L-2,11800.0,-56,66.1238,1.8667159763315055,4.0
