,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,27700.0,-42,65.7226,1.8756642472944254,4.0
21,d-022,G1X1-2,13500.0,-59,65.7226,1.9346153846151695,4.0
22,d-021,G3X3S-1,15300.0,-70,65.7226,1.1787522165272108,3.9204
23,d-020,G3X3S-2,13500.0,-69,65.7226,0.6517661326621086,3.9204
24,d-019,G2X2S-1,13200.0,-51,65.7226,1.3450739170566721,3.9601
25,d-018,G2X2S-2,7490.0,-68,65.7226,1.6522693795564247,3.9601
26,d-017,G2X2L-1,16300.0,-68,65.7226,1.5218859050221538,4.0
27,d-016,G2X2L-2,9880.0,-63,65.7226,1.609890109890209,4.0
