,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,22300.0,-36,65.7003,2.1961753330466864,4.0
21,d-022,G1X1-2,13800.0,-60,65.7003,1.709520417853985,4.0
22,d-021,G3X3S-1,16300.0,-71,65.7003,2.1922534083186096,3.9204
23,d-020,G3X3S-2,10700.0,-62,65.7003,1.9549153748287338,3.9204
24,d-019,G2X2S-1,13900.0,-50,65.7003,1.0186556631518315,3.9601
25,d-018,G2X2S-2,7890.0,-68,65.7003,1.1837536439560492,3.9601
26,d-017,G2X2L-1,15700.0,-71,65.7003,0.42828784119080116,4.0
27,d-016,G2X2L-2,10900.0,-64,65.7003,1.647546419098228,4.0
