,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,5390.0,-61,66.3803,4.166678571428647,4.0
21,d-022,G1X1-2,9060.0,-61,66.3803,3.248881397487027,4.0
22,d-021,G3X3S-1,7160.0,-69,66.3803,4.481489329974006,3.9204
23,d-020,G3X3S-2,11500.0,-64,66.3803,1.5438341884620752,3.9204
24,d-019,G2X2S-1,13000.0,-61,66.3803,0.9139097319559297,3.9601
25,d-018,G2X2S-2,6470.0,-60,66.3803,1.048423282791927,3.9601
26,d-017,G2X2L-1,11200.0,-58,66.3803,2.4130945390488487,4.0
27,d-016,G2X2L-2,11200.0,-59,66.3803,2.17876649977243,4.0
