Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-023,G1X1-1,3420.0,-38,66.2448,10.116119909501272,4.0
d-022,G1X1-2,9190.0,-59,66.2448,2.092172145035574,4.0
d-021,G3X3S-1,12900.0,-48,66.2448,2.0804276597504443,3.9204
d-020,G3X3S-2,11200.0,-58,66.2448,2.0556662558071537,3.9204
d-019,G2X2S-1,10300.0,-39,66.2448,3.5318241917620923,3.9601
d-018,G2X2S-2,5240.0,-65,66.2448,3.694545398037545,3.9601
d-017,G2X2L-1,6220.0,-56,66.2448,2.9593023255824416,4.0
d-016,G2X2L-2,10000.0,-44,66.2448,3.452692307692267,4.0
