,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,31500.0,-42,65.6239,2.406573825319383,4.0
21,d-022,G1X1-2,13800.0,-59,65.6239,1.898846153846278,4.0
22,d-021,G3X3S-1,15600.0,-71,65.6239,1.113418843349914,3.9204
23,d-020,G3X3S-2,10100.0,-60,65.6239,2.0331101615408977,3.9204
24,d-019,G2X2S-1,13100.0,-53,65.6239,1.4374151390895682,3.9601
25,d-018,G2X2S-2,7910.0,-68,65.6239,1.3971618984634753,3.9601
26,d-017,G2X2L-1,17900.0,-69,65.6239,1.1051775147931995,4.0
27,d-016,G2X2L-2,10500.0,-64,65.6239,2.1032703823123424,4.0
