,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,26800.0,-36,65.9013,1.6301629405079319,4.0
21,d-022,G1X1-2,14700.0,-59,65.9013,1.691478332987801,4.0
22,d-021,G3X3S-1,16600.0,-69,65.9013,1.1884386617631983,3.9204
23,d-020,G3X3S-2,10500.0,-65,65.9013,1.2539870146030159,3.9204
24,d-019,G2X2S-1,13400.0,-54,65.9013,0.8762357612871028,3.9601
25,d-018,G2X2S-2,8810.0,-67,65.9013,1.9977988569957426,3.9601
26,d-017,G2X2L-1,18400.0,-73,65.9013,0.769526627218682,4.0
27,d-016,G2X2L-2,11300.0,-66,65.9013,1.5421970116218655,4.0
