,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,8240.0,-63,65.8586,2.6120769230770327,4.0
21,d-022,G1X1-2,10600.0,-59,65.8586,2.2970179600136076,4.0
22,d-021,G3X3S-1,14500.0,-73,65.8586,1.0519998864989686,3.9204
23,d-020,G3X3S-2,12900.0,-71,65.8586,0.6885268593254372,3.9204
24,d-019,G2X2S-1,9140.0,-52,65.8586,2.029863270741095,3.9601
25,d-018,G2X2S-2,6320.0,-63,65.8586,2.452437713265611,3.9601
26,d-017,G2X2L-1,15700.0,-68,65.8586,1.1724941724938553,4.0
27,d-016,G2X2L-2,3500.0,-101,65.8586,6.044871794871214,4.0
