,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,7990.0,-62,65.7325,2.4749463683726582,4.0
21,d-022,G1X1-2,9690.0,-61,65.7325,2.4615384615381086,4.0
22,d-021,G3X3S-1,14800.0,-73,65.7325,1.1518103959368657,3.9204
23,d-020,G3X3S-2,13000.0,-73,65.7325,0.8653319948083962,3.9204
24,d-019,G2X2S-1,9210.0,-55,65.7325,1.7237116439591915,3.9601
25,d-018,G2X2S-2,7580.0,-67,65.7325,2.654685617235555,3.9601
26,d-017,G2X2L-1,14300.0,-63,65.7325,1.7446949602124058,4.0
27,d-016,G2X2L-2,9500.0,-64,65.7325,1.865384615384744,4.0
