Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-023,G1X1-1,6410.0,-40,66.2265,6.7566647093357455,4.0
d-022,G1X1-2,11900.0,-57,66.2265,1.5999706400471227,4.0
d-021,G3X3S-1,14800.0,-53,66.2265,0.8857922329993633,3.9204
d-020,G3X3S-2,12600.0,-63,66.2265,2.336871198930861,3.9204
d-019,G2X2S-1,13600.0,-40,66.2265,2.9669580438500645,3.9601
d-018,G2X2S-2,5680.0,-63,66.2265,2.686844003982274,3.9601
d-017,G2X2L-1,13500.0,-56,66.2265,1.829268292682832,4.0
d-016,G2X2L-2,10500.0,-44,66.2265,2.77205882352951,4.0
