,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,8380.0,-64,65.6951,2.5961538461540785,4.0
21,d-022,G1X1-2,12600.0,-60,65.6951,1.989970788704864,4.0
22,d-021,G3X3S-1,13600.0,-71,65.6951,1.2823612023153683,3.9204
23,d-020,G3X3S-2,13700.0,-70,65.6951,1.1411488330210242,3.9204
24,d-019,G2X2S-1,12100.0,-50,65.6951,1.393591506800108,3.9601
25,d-018,G2X2S-2,7600.0,-67,65.6951,2.265152747309872,3.9601
26,d-017,G2X2L-1,17700.0,-70,65.6951,0.7674418604661917,4.0
27,d-016,G2X2L-2,9320.0,-63,65.6951,2.2487113402061922,4.0
