,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,4390.0,-50,65.7447,9.286538461516276,4.0
21,d-022,G1X1-2,6650.0,-53,65.7447,3.2145505097318887,4.0
22,d-021,G3X3S-1,11600.0,-71,65.7447,1.1179269277496557,3.9204
23,d-020,G3X3S-2,5660.0,144,65.7447,5.4448918085283395,3.9204
24,d-019,G2X2S-1,8890.0,-55,65.7447,2.022534384067892,3.9601
25,d-018,G2X2S-2,6710.0,-67,65.7447,2.1742377187379764,3.9601
26,d-017,G2X2L-1,12800.0,-62,65.7447,1.6612505141917016,4.0
27,d-016,G2X2L-2,6480.0,-64,65.7447,2.3746153846154847,4.0
