,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,25200.0,-36,65.8831,1.6497357604225,4.0
21,d-022,G1X1-2,13800.0,-60,65.8831,2.134358689141759,4.0
22,d-021,G3X3S-1,15000.0,-69,65.8831,1.1055672212699221,3.9204
23,d-020,G3X3S-2,11000.0,-64,65.8831,1.3188486381958273,3.9204
24,d-019,G2X2S-1,14700.0,-51,65.8831,1.1211180055251204,3.9601
25,d-018,G2X2S-2,8370.0,-67,65.8831,1.2277444888325733,3.9601
26,d-017,G2X2L-1,19100.0,-73,65.8831,0.26993433395844196,4.0
27,d-016,G2X2L-2,11100.0,-66,65.8831,0.9019230769230117,4.0
