,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,22700.0,-37,65.8257,1.7635746606332003,4.0
21,d-022,G1X1-2,14000.0,-60,65.8257,1.6040942928040556,4.0
22,d-021,G3X3S-1,15000.0,-70,65.8257,1.1158567613528845,3.9204
23,d-020,G3X3S-2,10900.0,-64,65.8257,1.5300101388255782,3.9204
24,d-019,G2X2S-1,13800.0,-51,65.8257,1.1349136340442498,3.9601
25,d-018,G2X2S-2,8010.0,-67,65.8257,1.1837536439560492,3.9601
26,d-017,G2X2L-1,17900.0,-74,65.8257,0.7355769230766045,4.0
27,d-016,G2X2L-2,9890.0,-64,65.8257,1.2596153846156284,4.0
