,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,30000.0,-42,65.7349,1.1789557592667232,4.0
21,d-022,G1X1-2,13700.0,-60,65.7349,1.6906037000974365,4.0
22,d-021,G3X3S-1,15600.0,-72,65.7349,0.9459499092674192,3.9204
23,d-020,G3X3S-2,9640.0,-60,65.7349,2.08612935885666,3.9204
24,d-019,G2X2S-1,13300.0,-51,65.7349,1.1661228359243498,3.9601
25,d-018,G2X2S-2,7750.0,-67,65.7349,1.309574634890102,3.9601
26,d-017,G2X2L-1,17200.0,-68,65.7349,1.4263104152486432,4.0
27,d-016,G2X2L-2,10500.0,-63,65.7349,1.6301629405079319,4.0
